book_id	isbn	authors	publication_year	title	language_code	average_rating
3939	500237514	H.W. Janson, Anthony F. Janson	1962	History of Art	eng	3.8
3940	034551548X	Tess Gerritsen	2010	Ice Cold	en-US	4.14
3941	312156960	Bernard Cornwell	1995	The Winter King	eng	4.27
3942	1593072945	Frank Miller	1993	Sin City: A Dame to Kill For	eng	4.16
3943	738710180	Simone Elkeles	2007	Leaving Paradise	eng	4.02
3944	159182799X	Yukiru Sugisaki	1997	ディー・エヌ・エンジェル 1	en-US	4.01
3945	446604844	David Baldacci	1996	Total Control	en-US	4.06
3946	979528534	Karl Marlantes	2009	Matterhorn: A Novel of the Vietnam War	eng	4.25
3947	316057800	Trenton Lee Stewart, Diana Sudyka	2008	The Mysterious Benedict Society and the Perilous Journey	en-US	4.19
3948	743484878	William Shakespeare, Barbara A. Mowat, Paul Werstine	1599	The Cronicle History of Henry the fift	eng	3.87
3949	486414248	Aristotle	-350	Politics	eng	3.91
3950	553805460	Jordan Belfort	2007	The Wolf of Wall Street	eng	3.67
3951	684815001	Dietrich Bonhoeffer	1937	Nachfolge	eng	4.35
3952	670026190	Amor Towles	2016	A Gentleman in Moscow	eng	4.37
3953	1595581030	Michelle Alexander	2010	The New Jim Crow: Mass Incarceration in the Age of Colorblindness	eng	4.49
3954	486431681	Knut Hamsun, George Egerton	1890	Sult	eng	4.09
3955	385350848	Cristina Henriquez	2014	The Book of Unknown Americans	eng	3.85
3956	144240907X	Lauren DeStefano	2012	Fever	eng	3.79
3957	312939000	Sue Grafton	1985	B is for Burglar	eng	3.83
3958	316154857	Kate Atkinson	2008	When Will There Be Good News?	en-US	3.97
3959	1401215815	Brian Azzarello, Lee Bermejo	2008	Joker	eng	4.04
3960	1401359795	Sergei Lukyanenko, Andrew Bromfield	1998	Ночной дозор 	eng	3.97
3961	385350813	Jenny Offill	2014	Dept. of Speculation	eng	3.72
3962	451419928	Susan Meissner	2015	Secrets of a Charmed Life	eng	4.17
3963	553268929	Pat Conroy	1976	The Great Santini	eng	4.13
3964	806512814	Dalton Trumbo	1939	Johnny Got His Gun	eng	4.16
3965	446607274	Michael Connelly	1999	Angels Flight	eng	4.13
3966	743243781	Frank McCourt	2005	Teacher Man	en-CA	3.73
3967	006177894X	Ellen Schreiber	2008	Vampire Kisses: The Beginning (Vampire Kisses Omnibus)	en-US	4.12
3968	1423161610	Eoin Colfer	2012	The Last Guardian	eng	4.15
3969	345447980	Pierre Boulle, Xan Fielding	1963	La planète des singes	eng	3.91
3970	451231619	Rachel Caine	2010	Ghost Town	en-US	4.27
3971	440132940	Belva Plain	1978	Evergreen	eng	3.98
3972		Henry T. Blackaby, Claude V. King, Richard Blackaby	1976	Experiencing God : Knowing and Doing His Will - Workbook		4.32
3973	038531387X	James Dickey	1970	Deliverance	eng	3.86
3974	689860072	Anne McCaffrey	1977	Dragonsinger	eng	4.26
3975	61996203	Cynthia Hand	2013	Boundless	eng	4.15
3976		John Grisham	2016	The Whistler	en-GB	3.87
3977	1421506238	Katsura Hoshino, Mayumi Kobayashi	2004	D.Gray-man, Volume 1	eng	4.21
3978	553299492	Isaac Asimov	1983	The Robots of Dawn	eng	4.13
3979	440241359	Ian Caldwell, Dustin Thomason	2004	The Rule of Four	eng	3.22
3980	751552615	Jessica Sorensen	2013	The Redemption of Callie & Kayden	eng	4.11
3981	1616550546	Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurihiru	2013		eng	4.29
3982	446699551	Michael Connelly	2005	The Closers	eng	4.08
3983	60525592	Erin Hunter	2003	Fire and Ice	eng	4.36
3984	373773927	Gena Showalter	2009	The Darkest Whisper	eng	4.33
3985	1400083028	Rob Sheffield	2007	Love Is a Mix Tape: Life and Loss, One Song at a Time	en-US	3.83
3986	802142648	Legs McNeil, Gillian McCain	1996	Please Kill Me: The Uncensored Oral History of Punk	en-US	4.16
3987		Marybeth Mayhew Whalen	2016		eng	3.83
3988	64440591	Arnold Lobel	1976	Frog and Toad All Year	en-US	4.34
3989	786915889	R.A. Salvatore	1998	The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3)	eng	4.33
3990	425217248	Laurell K. Hamilton	2007	The Harlequin (Anita Blake, Vampire Hunter, #15)	en-US	3.9
3991	64410471	Sarah Weeks	2004	So B. It	eng	4.1
3992	1416954171	Margaret Peterson Haddix	2008	Found	eng	3.97
3993	034554692X	Emily Giffin	2016		eng	3.6
3994		Jim Carroll	1978	The Basketball Diaries 1963-1966	eng	3.98
3995		Frank Miller	1996	Sin City: That Yellow Bastard	eng	4.22
3996	8370540791	Andrzej Sapkowski	1994	Krew elfów	pol	4.23
3997	60759968	Rebecca Wells	1992	Little Altars Everywhere		3.55
3998	60512148	Marian Keyes	2002	Angels	en-US	3.73
3999	141699792X	Brandon Mull	2011	A World Without Heroes	en-US	4.07
4000	1741663016	John Flanagan	2008	The Kings of Clonmel	eng	4.29
4001	62200631	Joe Hill	2016	The Fireman	eng	3.92
4002	62194720	Pittacus Lore	2014	The Revenge of Seven	eng	4.28
4003	1934648205	Lew Wallace	1880	Ben-Hur: A Tale of the Christ	eng	4.02
4004	156421178	George Orwell, Lionel Trilling	1938	Homage to Catalonia	eng	4.14
4005	446694843	Lolly Winston	2004	Good Grief	en-US	3.72
4006	345533488	George R.R. Martin, Gary Gianni	2013	A Knight of the Seven Kingdoms	eng	4.19
4007	1423121287	Melissa de la Cruz	2010	Misguided Angel	en-US	3.93
4008		Madeline Sheehan	2012	Undeniable	eng	4.08
4009	080213825X	Candace Bushnell	2000	Four Blondes		2.8
4010	859537277	Pam Adams	1973	There Was an Old Lady Who Swallowed a Fly (Classic Board Books with Holes)		4.2
4011		Robert Bryndza	2016	The Girl In The Ice	eng	3.95
4012	1593078226	Joss Whedon, Georges Jeanty	2007	The Long Way Home	en-CA	3.96
4013	61718947	Anthony Bourdain	2010	Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook	en-US	3.73
4014	055323370X	L.M. Montgomery	1923	Emily of New Moon	eng	4.09
4015	802150594	Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov	1925	Собачье сердце	eng	4.14
4016	679723110	John Gardner	1970	Grendel	en-US	3.69
4017	61144835	Bernard Cornwell	2005	The Pale Rider	en-US	4.27
4018	140092501	James Gleick	1987	Chaos: Making a New Science	eng	3.98
4019	785100490	Kurt Busiek, Alex Ross	1993	Marvels	eng	4.21
4020	193636574X	Dave Eggers	2012	A Hologram for the King	eng	3.29
4021	1595144919	Jay Asher, Carolyn Mackler	2011	The Future of Us	en-US	3.58
4022	316024643	James Patterson	2008	Cross Country	eng	3.83
4023	1849231842	Kristen Ashley	2008	Rock Chick	en-GB	4.2
4024	1442445807	Suzanne Young	2013	The Program	eng	4.07
4025	446699535	Michael Connelly	2002	City of Bones	eng	4.04
4026	345461665	Peter F. Hamilton	2005	Judas Unchained	eng	4.3
4027	1400031362	Alexander McCall Smith	2001	Morality for Beautiful Girls	eng	3.97
4028	1416571736	Jennifer Echols	2009	Going Too Far	en-US	3.93
4029	62120395	Philipp Meyer	2012	The Son	eng	3.98
4030	312938810	Sherrilyn Kenyon	2007	The Dream Hunter	en-US	4.06
4031	60735449	Christopher Moore, Oliver Wyman	1997	Island of the Sequined Love Nun	en-GB	3.78
4032	1250074134	Bryn Greenwood	2016	All the Ugly and Wonderful Things	eng	4.12
4033	670785601	Sarah Dessen	2013	The Moon and More	eng	3.63
4034		Robert A. Heinlein	1973	Time Enough for Love	eng	3.96
4035	609602195	Ina Garten, Melanie Acevedo	1999	The Barefoot Contessa Cookbook	en-GB	4.21
4036	1595143424	Kathy Reichs, Brendan Reichs	2010	Virals	en-US	3.94
4037		Laura Schroff, Alex Tresniowski, Valerie Salembier	2010	An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny	eng	4
4038	312372132	P.C. Cast, Kristin Cast	2007		eng	4.37
4039	080508925X	Rhoda Janzen	2009	Mennonite in a Little Black Dress: A Memoir of Going Home	en-US	3.17
4040	446607711	David Baldacci	1998	The Simple Truth	en-US	4.03
4041	034550500X	Justin Cronin	2016	The City of Mirrors	eng	4.2
4042	038072801X	Beverly Cleary	1984	Ramona Forever		4.05
4043	140369260	Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters	1992	Anne Frank: Beyond the Diary - A Photographic Remembrance		4.25
4044	765345048	Jacqueline Carey	2002	Kushiel's Chosen	en-US	4.31
4045	8129135728	Chetan Bhagat	2014	Half Girlfriend	en-CA	3.16
4046	836218310	Gary Larson	1984	The Far Side Gallery 3		4.45
4047	446675504	Octavia E. Butler	1993	Parable of the Sower (Earthseed, #1)	eng	4.14
4048	1846057914	James Patterson, Maxine Paetro	2012	11th hour	eng	4.02
4049	765329042	Orson Scott Card, Aaron Johnston	2012	Earth Unaware (The First Formic War, #1) 	en-US	3.91
4050	1570623449	Pema Chödrön	1996	When Things Fall Apart: Heart Advice for Difficult Times		4.29
4051	312658656	Daisy Goodwin	2010	My Last Duchess	eng	3.41
4052	671729489	V.C. Andrews	1984	Seeds of Yesterday	en-US	3.81
4053	736423125	Al Dempster, Milt Banta, Golden Books, Walt Disney Company	1948	Three Little Pigs (Little Golden Book)		4.19
4054	810933519	Andy Goldsworthy	1990	Andy Goldsworthy: A Collaboration with Nature		3.95
4055	60975776	Denis Johnson	1992	Jesus' Son: Stories	eng	4.15
4056	141659521X	Vince Flynn	2012	The Last Man	en-US	4.34
4057	034546401X	Amy Tan	2005	Saving Fish from Drowning: A Novel	eng	3.41
4058	1439164681	Lisa Genova	2012	Love Anthony	eng	3.94
4059	159184021X	Seth Godin	2003	Purple Cow: Transform Your Business by Being Remarkable	eng	3.78
4060	399162437	Rick Yancey	2016	The Last Star	eng	3.64
4061	1932664491	Bryan Lee O'Malley, Steve Buccellato	2007	Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together		4.32
4062	055327094X	Leon Uris	1970	QB VII	eng	4.17
4063	451466802	Jim Butcher	2015	The Aeronaut's Windlass 	eng	4.18
4064	861661419	Alan Moore, Eddie Campbell, Pete Mullins	1999	From Hell	eng	4.16
4065	739453823	Nora Roberts	2005	Black Rose	eng	4.03
4066	553587692	Lisa Gardner	1997	The Perfect Husband	eng	4.01
4067	345366239	Katherine Neville	1988	The Eight	eng	3.92
4068		Jean Webster	1912	Daddy-Long-Legs       	eng	4.09
4069	152052216	Edith Pattou	2003	East	en-US	4.14
4070	345335082	Anne McCaffrey	1971	Dragonquest	en-US	4.09
4071	393301583	Sigmund Freud, James Strachey, Peter Gay	1930	Das Unbehagen in der Kultur	en-US	3.76
4072	1444737090	James Bowen	2012	A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets	eng	3.96
4073	345545850	J. Kenner	2013	Complete Me	eng	4.23
4074	553392425	Robin Hobb	2014	Fool's Assassin	eng	4.35
4075	785115315	Joss Whedon, John Cassaday	2004	Astonishing X-Men, Volume 1: Gifted	eng	4.17
4076	006121471X	Melissa Marr	2009	Fragile Eternity	en-US	3.83
4077		Kristen Ashley	2011	The Gamble	en-GB	4.29
4078	006093316X	Clive Barker	1989	The Great and Secret Show	eng	4.05
4079	380715430	Bill Bryson	1990	The Mother Tongue: English and How It Got That Way	en-US	3.95
4080	446580260	Eric    Weiner	2008	The Geography of Bliss: One Grump's Search for the Happiest Places in the World	en-US	3.83
4081	312424442	Tom Wolfe	2004		en-US	3.4
4082	151166066X	Elle Kennedy	2015	The Mistake	eng	4.15
4083	60734566	Susan Elizabeth Phillips	2005	Match Me If You Can	eng	4.13
4084	749932821	Nora Roberts	2001	Heaven and Earth (Three Sisters Island, #2)	eng	4.13
4085	425195481	Dean Koontz	1989	The Bad Place	en-US	3.86
4086		Tracy Brogan	2012	Crazy Little Thing	en-US	3.8
4087	60755865	Meg Cabot	2005	Avalon High		3.8
4088	316043125	Stephenie Meyer	2011	The Twilight Saga: The Official Guide	en-US	4.23
4089	345483448	Kristin Hannah	2001	Summer Island		3.97
4090	60628391	Richard J. Foster	1978	Celebration of Discipline: The Path to Spiritual Growth	en-US	4.18
4091	60931736	Muriel Spark	1961	The Prime of Miss Jean Brodie 	eng	3.76
4092	609807900	Megan McCafferty	2001	Sloppy Firsts (Jessica Darling, #1)	eng	3.94
4093	316221333	Matthew Quick	2013	Forgive Me, Leonard Peacock	eng	3.93
4094	142401102	Richard Peck	1998	A Long Way From Chicago	eng	3.92
4095	446609404	James Patterson	1980	Virgin	eng	3.87
4096	743225708	Ben Mezrich	2002	Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions		3.87
4097	1626720940	Mariko Tamaki, Jillian Tamaki	2014	This One Summer	eng	3.67
4098		Jennifer Weiner	2012	The Next Best Thing		3.46
4099	1847371663	Nikki Sixx	2005	The Heroin Diaries: A Year in the Life of a Shattered Rock Star	en-GB	4.12
4100	1934137197	Paul Harding	2008	Tinkers	eng	3.37
4101	1857233808	Terry Brooks	1991	The Druid of Shannara	eng	4
4102	1502446936	Penelope Ward	2014	Stepbrother Dearest	eng	4.14
4103	140007780X	Alan Lightman	1992	Einstein's Dreams	eng	4.08
4104	679734511	Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky	1872	Бесы	eng	4.26
4105	749935871	Sherrilyn Kenyon	2004	Seize the Night	eng	4.36
4106	067973452X	Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irène Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky	1864		eng	4.15
4107	1608870081	Andrew Williamson, Andrew Williamson	2010			4.55
4108	60898488	Isabel Allende, Margaret Sayers Peden	2000	Retrato en sepia		3.93
4109		Amy Harmon	2013	Making Faces	eng	4.36
4110	739467042	Vikas Swarup	2005	Q & A: Slumdog Millionaire	eng	3.98
4111	670026336	Tana French	2016		eng	3.98
4112	553157248	Donald J. Sobol	1963	Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)	eng	4.03
4113	330411969	C.J. Sansom	2003	Dissolution	eng	4.08
4114	689872992	Lisi Harrison	2004	The Clique (The Clique, #1)	en-GB	3.6
4115	805092994	Elizabeth Kolbert	2014	The Sixth Extinction: An Unnatural History	eng	4.09
4116	60885599	Ben Fountain	2012	Billy Lynn's Long Halftime Walk	eng	3.81
4117	1594481717	Daniel H. Pink	2004	A Whole New Mind: Why Right-Brainers Will Rule the Future	eng	3.95
4118	1573223328	Lian Hearn	2002	Across the Nightingale Floor 	eng	4.06
4119	553804367	Stephen Hawking, Leonard Mlodinow	2005	A Briefer History of Time	eng	4.19
4120	141026162	Richard Dawkins	1986	The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design	eng	4.08
4121	749932988	Nora Roberts	2002	Face the Fire (Three Sisters Island, #3)	eng	4.15
4122	1250046394	Ronald H. Balson	2010	Once We Were Brothers	en-GB	4.28
4123		Emily Bleeker, Dan John Miller	2016	When I'm Gone	eng	3.94
4124	553588249	Dean Koontz	2004	Life Expectancy	eng	3.98
4125	1423110706	Cinda Williams Chima	2008	The Dragon Heir	eng	4.14
4126	1416950095	Ellen Hopkins	2010	Fallout (Crank, #3)	eng	4.29
4127	425175405	Patricia Cornwell	1999	Black Notice	en-US	3.85
4128	316393878	Emma Donoghue	2016	The Wonder	eng	3.65
4129	345494857	Alison Weir	2006	 Innocent Traitor	eng	3.94
4130	345463153	John Irving	2001	The Fourth Hand	eng	3.3
4131	380730359	Dennis Lehane	1998	Gone, Baby, Gone	eng	4.14
4132		Darren Shan	2000	Tunnels of Blood (Cirque du Freak, #3) 		4.14
4133	345471172	Kristin Hannah	1999	On Mystic Lake	eng	3.95
4134	553581554	Iris Johansen	1999	The Killing Game	eng	4.18
4135	1442484233	Michelle Hodkin	2014	The Retribution of Mara Dyer	eng	4.14
4136	1400082544	Rachael Ray	2005	Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook)		3.68
4137	312342020	Augusten Burroughs	2008	A Wolf at the Table	eng	3.7
4138	076534775X	Orson Scott Card	1987	Alvin Maker: Seventh Son	eng	3.86
4139	60790598	Michael Chabon	1988	The Mysteries of Pittsburgh	eng	3.63
4140	60518502	James L. Swanson	2006	Manhunt: The 12-Day Chase for Lincoln's Killer	en-US	4.12
4141	7233701	Cecelia Ahern	2009	The Book of Tomorrow	eng	3.66
4142	1423147952	Ally Carter	2011	Uncommon Criminals		4.15
4143	62235672	Kasie West	2014	On the Fence	eng	4.04
4144		Mark  Edwards	2015	Follow You Home	en-CA	3.86
4145	375913750	Jerry Spinelli	2007	Love, Stargirl		3.8
4146	307381463	Michelle Moran	2007	Nefertiti	en-US	4.07
4147	1592406599	David McRaney	2011	‎You Are Not So Smart‎	en-US	3.85
4148	553578529	Sara Donati	1998	Into the Wilderness	eng	4.1
4149	140443339	Aeschylus, Robert Fagles, William Bedell Stanford	-458	Ὀρέστεια	eng	3.99
4150	312655479	Louise Penny	2013	How the Light Gets In	eng	4.41
4151	1581344988	John Piper	2003	Don't Waste Your Life		4.11
4152	307376656	Ildefonso Falcones	2006	La catedral del mar	spa	4.05
4153	345425502	Alison Weir	1996	The Life of Elizabeth I	en-US	4.05
4154	1592975038	The Church of Jesus Christ of Latter-day Saints	1950	The Book of Mormon, Doctrine and Covenants, the Pearl of Great Price		4.36
4155	044657922X	Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross	2010	Earth: A Visitor's Guide to the Human Race 	eng	3.91
4156	373210035	Rachel Vincent	2009	My Soul to Take	eng	3.88
4157	1571740562	Neale Donald Walsch	1996	Conversations With God. An Uncommon Dialogue. Book 2	eng	4.1
4158	62071130	Brodi Ashton	2012	Everneath	en-US	3.76
4159	739328271	Janet Evanovich	2009	Plum Spooky	eng	3.77
4160	60527986	Paulo Coelho	1997	Manual do guerreiro da luz	en-US	3.69
4161		G. Norman Lippert	2007	James Potter and the Hall of Elders' Crossing 	eng	3.78
4162	385522266	Jon Krakauer	2008	Where Men Win Glory: The Odyssey of Pat Tillman	en-US	4.03
4163	800793013	Brother Andrew, Elizabeth Sherrill, John Sherrill	1964	God's Smuggler	eng	4.32
4164	307595129	J. Courtney Sullivan	2011	Maine		3.34
4165	006233638X	Kasie West	2015	Fill-in boyfrined	eng	3.92
4166	553376055	Meg Rosoff	2004	How I Live Now	eng	3.58
4167	439856264	Garth Nix	2003	Mister Monday	eng	3.77
4168	778328791	Heather Gudenkauf	2011	These things hidden		3.85
4169	1561483397	Dawn J. Ranck, Phyllis Pellman Good	2000	Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker		3.85
4170	1595142517	Lili St. Crow, Lilith Saintcrow	2009	Strange Angels	eng	3.78
4171	786886307	Malika Oufkir, Michèle Fitoussi	1999	La Prisonnière	eng	4.08
4172	399155813	Nora Roberts	2009	Black Hills	en-US	4.08
4173	078512179X	Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell	2006	Civil War: A Marvel Comics Event	eng	4.05
4174	805421300	Kim Carpenter, John R. Perry, Krickitt Carpenter	2000	The Vow: The Kim and Krickitt Carpenter Story	eng	3.77
4175	143913376X	Robert A. Heinlein	1951	The Puppet Masters	eng	3.86
4176		Megan Miranda	2016	All the Missing Girls	eng	3.79
4177	307119408	Mercer Mayer	1983	Just Go to Bed	en-US	4.22
4178	316403431	Maria Semple	2016			3.19
4179	345470583	CLAMP, William Flanagan	2003	xxxHOLiC #1	en-US	4.17
4180	039541668X	Harry Allard, James  Marshall	1982	Miss Nelson Is Back	en-US	4.33
4181	553572393	Kim Stanley Robinson	1994	Green Mars	en-GB	3.91
4182	756402980	Tad Williams	1993	To Green Angel Tower (Memory, Sorrow, and Thorn, #3)	eng	4.16
4183	744549515	Oscar Wilde, Inga Moore	1887	The Canterville Ghost	eng	3.89
4184	345529375	Bryan Lee O'Malley, Nathan Fairbairn	2014	Seconds: A Graphic Novel	eng	4.07
4185		Tijan	2012	Fallen Crest High	en-GB	4.13
4186	1402735421	Jenő Barcsay	1953	Művészeti Anatómia		3.97
4187	044018293X	John Saul	1977	Suffer the Children	en-US	3.9
4188	60739428	Karen Cushman	1994	Catherine, Called Birdy	eng	3.7
4189	967673747	Jean Sasson	1992	Princess: A True Story of Life Behind the Veil in Saudi Arabia 	en-US	4
4190	1857232569	Terry Brooks	1986	Magic Kingdom for Sale—Sold!	eng	3.86
4191	553583182	Joseph Murphy, Ian McMahan	1962	The Power of Your Subconscious Mind	en-US	4.12
4192	99271494	Anne Rice	2001	Blood and Gold: The Vampire Marius	en-US	3.88
4193	62026518	Rae Carson	2012	The Crown of Embers	eng	4.2
4194		Tamora Pierce	2000	Page 	eng	4.22
4195	62317148	Kiera Cass	2014	The Guard	eng	3.75
4196	440442508	Esther Forbes, Lynd Ward	1943	Johnny Tremain	en-US	3.62
4197	1876175702	Ernesto Che Guevara, Aleida Guevara March	1993	Diarios de motocicleta: notas de viaje por América Latina	eng	3.79
4198		Kristen Proby	2012		eng	4.25
4199	1595540210	Ted Dekker	2003	Black 1. The Birth of Evil	eng	4.21
4200	316043915	N.K. Jemisin	2010	The Hundred Thousand Kingdoms	eng	3.8
4201	399226168	Peggy Rathmann	1995	Officer Buckle & Gloria (Hardcover)	eng	4.16
4202	374191484	Roberto Bolaño, Natasha Wimmer	1998	Los detectives salvajes	en-US	4.09
4203	373210582	Gena Showalter	2012	Alice in Zombieland	eng	4.05
4204	61668060	Aprilynne Pike	2009	Spells	en-US	3.99
4205	1590171691	Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal	1941	Schachnovelle	eng	4.28
4206	736420959	Justine Korman Fontes, Don Williams, Walt Disney Company	1994	The Lion King (Little Golden Book)		4.46
4207	545324092	Gordon Korman	2011	The Medusa Plot	eng	4.07
4208		Jeanne Birdsall	2005	The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy	eng	4.12
4209	044658083X	Nelson DeMille	2010	The Lion	en-US	4.22
4210	044023655X	Karen Marie Moning	2001	Kiss of the Highlander	eng	4.31
4211	1400067898	Sally Bedell Smith	2012	Elizabeth The Queen: The Life Of A Modern Monarch	eng	3.85
4212	385351372	Jo Nesbø, Charlotte Barslund	2014	Sønnen	eng	4.07
4213	1607061597	John Layman, Rob Guillory	2009	Taster's Choice	eng	4
4214	440418518	Linda Sue Park	2001	A Single Shard	eng	3.87
4215	786931582	Margaret Weis, Tracy Hickman	1986	Time of the Twins	eng	4.13
4216	61779741	Christopher Moore	2012	Sacré Bleu: A Comedy d'Art	en-CA	3.77
4217	575070536	Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon	1972	Пикник на обочине	eng	4.21
4218	006085202X	Meg Cabot	2008	Queen of Babble Gets Hitched	en-US	3.82
4219	141439882	Elizabeth Gaskell	1853	Cranford	eng	3.85
4220	330369954	Don DeLillo	1997	Underworld	eng	3.92
4221	140168125	Jack Kerouac, Aram Saroyan	1962	Big Sur	eng	3.86
4222	1585678759	P.G. Wodehouse	1919	My Man Jeeves	eng	4.13
4223	61659223	Melissa Marr	2010	Radiant Shadows	en-US	3.97
4224		Kristen Ashley	2012	Motorcycle Man	eng	4.43
4225	1455581089	Amanda Palmer	2014	The Art of Asking; or, How I Learned to Stop Worrying and Let People Help	eng	3.97
4226	62072099	Veronica Rossi	2014	Into the Still Blue	eng	4.17
4227	1594489173	Ann Brashares	2007	The Last Summer (of You and Me)	en-US	3.58
4228	1563893126	Garth Ennis, Steve Dillon	1997	Preacher Vol. 2: Until the End of the World	eng	4.28
4229	618391002	Chris   Smith, Christopher Lee, Richard Taylor		The Lord of the Rings: Weapons and Warfare	eng	4.53
4230	743437322	D.J. MacHale	2003	The Lost City of Faar	eng	4.16
4231	553278029	Elizabeth  George	1988	A Great Deliverance	en-US	4.06
4232		Arturo Pérez-Reverte, Sonia Soto	1993	El club Dumas	eng	3.82
4233	1582349061	Shannon Hale	2004	Enna Burning	eng	3.97
4234	60724692	Meg Cabot	2005	Twilight	eng	4.26
4235		أحمد مراد	2014	1919	ara	3.65
4236	380709589	Beverly Cleary, Paul O. Zelinsky	1983	Dear Mr. Henshaw	eng	3.7
4237	1857028155	Ann Patchett	1997		eng	3.64
4238	349108390	Douglas Coupland	1991	Generation X: Tales for an Accelerated Culture	eng	3.73
4239	802123457	Viet Thanh Nguyen	2015	The Sympathizer	eng	4
4240	1579126286	Agatha Christie	1941	Evil Under the Sun	eng	3.94
4241		Joanna Wylde	2013	Reaper's Property	eng	4.13
4242	60512628	Mary O'Hara, Dave Blossom	1941	My Friend Flicka (Flicka, #1)	en-US	4.15
4243	145162607X	Philippa Gregory, Mirjana Valent	2012	The Kingmaker's Daughter	eng	3.95
4244	1847024696	Henrik Ibsen, William Archer	1890	Hedda Gabler	eng	3.79
4245	736423095	Walt Disney Company	1940	Dumbo (Little Golden Book)		4.29
4246	62290398	Erika Johansen	2015	The Invasion of the Tearling	eng	4.15
4247	307960471	Jo Nesbø, Don Bartlett	2011	Gjenferd		4.11
4248	312530641	P.C. Cast, Kristin Cast			eng	4.43
4249	7198914	Cecelia Ahern	2006	A Place Called Here	eng	3.66
4250	307277771	W. Somerset Maugham	1925	The Painted Veil	eng	3.9
4251	99446723	Anne Rice	2002	Blackwood Farm	eng	3.85
4252	609800140	Caroline Myss	1996	Anatomy of the Spirit: The Seven Stages of Power and Healing	en-US	4.12
4253	349117047	Alexander McCall Smith	2002	The Kalahari Typing School for Men	eng	3.99
4254	039916216X	Beatriz Williams	2013	A Hundred Summers	eng	3.9
4255		Sabaa Tahir	2016	A Torch Against the Night	eng	4.34
4256	618724834	Gary D. Schmidt	2007	The Wednesday Wars	eng	4.06
4257	786939842	R.A. Salvatore	1992	The Legacy	eng	4.18
4258	525471340	Judy Schachner	2003	Skippyjon Jones	eng	4.25
4259	399157441	Nora Roberts	2011	Chasing Fire	eng	4.09
4260	1576754227	Brian Tracy	2001	Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time	en-US	3.84
4261	689861133	Sandra Boynton	1982	Moo, Baa, La La La!	eng	4.19
4262	1585426016	Wallace D. Wattles	1910	The Science of Getting Rich	eng	4.18
4263	61230944	James Rollins	2008	The Last Oracle	eng	4.15
4264		أحلام مستغانمي, Ahlam Mosteghanemi	1993	ذاكرة الجسد	ara	3.87
4265	60897848	A. Manette Ansay	1994	Vinegar Hill (P.S.)	en-US	3.36
4266	055327418X	David Brin	1983	Startide Rising	en-US	4.04
4267	1481200577	Shelly Crane	2011	Significance	eng	4.13
4268	812974611	Robert   Harris	2003	Pompeii	eng	3.79
4269	1455536253	David Baldacci	2015	The Guilty	eng	4.12
4270	671201581	Bertrand Russell	1945	A History of Western Philosophy And Its Connection with Political and Social Circumstances from the Earliest Times to the Present Day	en-US	4.05
4271	517220776	Lewis Carroll	1884	Complete Works of Lewis Carroll		4.34
4272	786886811	Nigella Lawson	1998	How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking		4
4273	451528166	Thomas Malory, Keith Baines, Robert Graves	1485	Le Morte d'Arthur	eng	3.92
4274	1400052297	Cupcake Brown	2006	A Piece of Cake: A Memoir	eng	4.15
4275	805080511	Lloyd Alexander	1967	Taran Wanderer	eng	4.14
4276	446612758	Douglas Preston, Lincoln Child	2004	Brimstone	en-GB	4.12
